"DATE","IDFROM","IDTO"
"2020-06-26","99","232"
"2020-06-02","109","227"
"2020-06-28","166","60"
"2020-06-21","116","103"
"2020-06-28","243","193"
"2020-06-25","163","172"
"2020-06-22","233","231"
"2020-06-10","243","11"
"2020-06-01","116","117"
"2020-06-19","204","96"
"2020-06-29","104","121"
"2020-06-03","61","123"
"2020-06-26","103","118"
"2020-06-02","130","176"
"2020-06-11","36","62"
"2020-06-23","162","59"
"2020-06-12","192","53"
"2020-06-18","100","189"
"2020-06-04","65","221"
"2020-06-26","109","82"
"2020-06-03","19","61"
"2020-06-28","125","115"
"2020-06-19","102","240"
"2020-06-19","37","38"
"2020-06-29","119","194"
"2020-06-08","51","36"
"2020-06-21","66","222"
"2020-06-09","218","34"
"2020-06-04","200","150"
"2020-06-29","81","188"
"2020-06-09","78","228"
"2020-06-18","209","225"
"2020-06-11","101","89"
"2020-06-30","177","76"
"2020-06-03","194","147"
"2020-06-18","52","126"
"2020-06-07","63","46"
"2020-06-21","132","100"
"2020-06-15","137","117"
"2020-06-28","63","63"
"2020-06-18","189","160"
"2020-06-28","95","234"
"2020-06-25","105","65"
"2020-06-06","103","215"
"2020-06-17","112","108"
"2020-06-02","142","236"
"2020-06-09","107","224"
"2020-06-06","110","38"
"2020-06-15","138","221"
"2020-06-20","39","122"
"2020-06-10","150","67"
"2020-06-05","113","73"
"2020-06-11","156","238"
"2020-06-29","8","241"
"2020-06-30","115","164"
"2020-06-22","165","209"
"2020-06-29","141","107"
"2020-06-29","149","70"
"2020-06-18","2","243"
"2020-06-10","223","195"
"2020-06-16","58","16"
"2020-06-02","19","141"
"2020-06-24","231","190"
"2020-06-05","75","47"
"2020-06-18","17","204"
"2020-06-11","76","44"
"2020-06-30","225","38"
"2020-06-15","96","159"
"2020-06-01","171","187"
"2020-06-10","218","94"
"2020-06-22","196","224"
"2020-06-15","162","7"
"2020-06-10","109","143"
"2020-06-10","156","16"
"2020-06-23","110","23"
"2020-06-21","225","12"
"2020-06-01","91","149"
"2020-06-22","199","217"
"2020-06-03","72","45"
"2020-06-18","62","115"
"2020-06-26","98","152"
"2020-06-07","192","203"
"2020-06-09","195","46"
"2020-06-11","19","6"
"2020-06-06","124","110"
"2020-06-26","193","108"
"2020-06-13","163","35"
"2020-06-12","133","195"
"2020-06-15","63","194"
"2020-06-17","79","208"
"2020-06-30","217","148"
"2020-06-07","129","203"
"2020-06-27","45","138"
"2020-06-29","18","55"
"2020-06-14","191","11"
"2020-06-09","5","2"
"2020-06-17","27","142"
"2020-06-27","80","100"
"2020-06-27","113","55"
"2020-06-05","69","30"
"2020-06-21","66","24"
"2020-06-02","96","161"
"2020-06-26","193","67"
"2020-06-05","77","36"
"2020-06-16","13","140"
"2020-06-17","157","169"
"2020-06-20","205","29"
"2020-06-28","151","35"
"2020-06-27","13","118"
"2020-06-25","72","214"
"2020-06-12","130","184"
"2020-06-23","134","235"
"2020-06-14","29","99"
"2020-06-24","213","44"
"2020-06-06","181","210"
"2020-06-13","236","83"
"2020-06-20","244","240"
"2020-06-05","139","221"
"2020-06-01","165","210"
"2020-06-18","151","99"
"2020-06-19","153","184"
"2020-06-06","240","167"
"2020-06-18","188","186"
"2020-06-21","152","154"
"2020-06-08","114","156"
"2020-06-21","36","153"
"2020-06-06","213","92"
"2020-06-27","166","235"
"2020-06-13","102","53"
"2020-06-16","216","100"
"2020-06-11","219","50"
"2020-06-03","111","193"
"2020-06-04","68","184"
"2020-06-14","34","188"
"2020-06-10","132","51"
"2020-06-13","210","171"
"2020-06-09","31","163"
"2020-06-22","99","218"
"2020-06-02","69","204"
"2020-06-15","103","100"
"2020-06-20","106","90"
"2020-06-20","204","124"
"2020-06-08","209","18"
"2020-06-15","144","59"
"2020-06-22","214","242"
"2020-06-30","124","236"
"2020-06-10","15","179"
"2020-06-22","123","125"
"2020-06-06","210","240"
"2020-06-23","116","134"
"2020-06-28","116","58"
"2020-06-03","204","177"
"2020-06-17","175","34"
"2020-06-01","90","35"
"2020-06-27","137","183"
"2020-06-22","204","69"
"2020-06-03","83","4"
"2020-06-30","233","43"
"2020-06-26","9","32"
"2020-06-09","67","235"
"2020-06-24","57","39"
"2020-06-20","144","180"
"2020-06-19","21","16"
"2020-06-11","159","184"
"2020-06-04","70","197"
"2020-06-24","240","229"
"2020-06-19","156","79"
"2020-06-02","156","78"
"2020-06-29","103","138"
"2020-06-25","56","177"
"2020-06-14","168","66"
"2020-06-04","212","210"
"2020-06-03","129","168"
"2020-06-04","82","127"
"2020-06-17","148","202"
"2020-06-21","231","159"
"2020-06-28","235","55"
"2020-06-04","89","244"
"2020-06-05","13","220"
"2020-06-06","30","43"
"2020-06-22","215","16"
"2020-06-09","93","107"
"2020-06-24","187","104"
"2020-06-01","47","209"
"2020-06-20","173","70"
"2020-06-15","54","212"
"2020-06-01","164","40"
"2020-06-03","28","60"
"2020-06-20","234","176"
"2020-06-09","18","39"
"2020-06-27","79","153"
"2020-06-22","182","150"
"2020-06-18","49","125"
"2020-06-01","106","154"
"2020-06-21","186","196"
"2020-06-11","124","41"
"2020-06-28","193","66"
"2020-06-01","1","31"
"2020-06-26","131","21"
"2020-06-05","245","85"
"2020-06-30","45","88"
"2020-06-02","103","86"
"2020-06-17","180","144"
"2020-06-05","214","1"
"2020-06-24","49","165"
"2020-06-22","10","114"
"2020-06-06","173","103"
"2020-06-10","82","88"
"2020-06-20","186","38"
"2020-06-10","174","171"
"2020-06-20","235","140"
"2020-06-12","150","170"
"2020-06-23","97","104"
"2020-06-27","30","106"
"2020-06-01","61","117"
"2020-06-05","57","104"
"2020-06-30","99","210"
"2020-06-08","151","138"
"2020-06-05","226","102"
"2020-06-09","221","14"
"2020-06-15","238","136"
"2020-06-14","194","84"
"2020-06-19","106","3"
"2020-06-05","134","103"
"2020-06-21","25","3"
"2020-06-03","109","36"
"2020-06-10","28","195"
"2020-06-07","87","178"
"2020-06-08","21","153"
"2020-06-26","106","249"
"2020-06-10","74","140"
"2020-06-30","131","19"
"2020-06-01","166","226"
"2020-06-08","64","231"
"2020-06-14","91","195"
"2020-06-05","167","2"
"2020-06-23","44","5"
"2020-06-21","192","84"
"2020-06-08","220","52"
"2020-06-14","141","209"
"2020-06-12","118","228"
"2020-06-22","48","6"
"2020-06-27","83","188"
"2020-06-07","107","164"
"2020-06-26","96","98"
"2020-06-14","107","248"
"2020-06-27","9","101"
"2020-06-07","235","104"
"2020-06-23","66","31"
"2020-06-23","150","16"
"2020-06-28","186","178"
"2020-06-09","179","181"
"2020-06-23","94","105"
"2020-06-20","192","41"
"2020-06-12","52","15"
"2020-06-28","62","191"
"2020-06-17","34","155"
"2020-06-29","153","44"
"2020-06-05","218","104"
"2020-06-17","169","55"
"2020-06-27","216","24"
"2020-06-15","195","49"
"2020-06-20","83","189"
"2020-06-06","114","158"
"2020-06-05","33","101"
"2020-06-21","214","97"
"2020-06-18","194","97"
"2020-06-01","43","209"
"2020-06-24","119","236"
"2020-06-01","132","56"
"2020-06-07","195","50"
"2020-06-29","39","164"
"2020-06-09","89","170"
"2020-06-12","78","122"
"2020-06-05","83","211"
"2020-06-14","74","2"
"2020-06-14","115","220"
"2020-06-13","74","211"
"2020-06-04","135","190"
"2020-06-02","71","131"
"2020-06-10","130","232"
"2020-06-15","190","215"
"2020-06-30","50","39"
"2020-06-03","4","26"
"2020-06-23","210","165"
"2020-06-27","126","80"
"2020-06-27","143","38"
"2020-06-19","41","112"
"2020-06-21","144","137"
"2020-06-02","208","225"
"2020-06-21","14","83"
"2020-06-14","239","109"
"2020-06-05","237","7"
"2020-06-07","93","45"
"2020-06-16","79","93"
"2020-06-14","189","104"
"2020-06-12","244","107"
"2020-06-14","215","56"
"2020-06-23","227","174"
"2020-06-28","149","139"
"2020-06-18","237","126"
"2020-06-22","144","48"
"2020-06-26","236","171"
"2020-06-10","108","187"
"2020-06-23","222","164"
"2020-06-30","16","15"
"2020-06-12","3","180"
"2020-06-10","3","85"
"2020-06-14","204","68"
"2020-06-01","60","137"
"2020-06-28","22","153"
"2020-06-09","20","175"
"2020-06-27","170","8"
"2020-06-26","154","87"
"2020-06-16","103","51"
"2020-06-11","220","130"
"2020-06-03","18","36"
"2020-06-23","64","6"
"2020-06-04","100","42"
"2020-06-17","180","66"
"2020-06-14","151","148"
"2020-06-10","225","52"
"2020-06-26","233","64"
"2020-06-15","192","78"
"2020-06-28","9","119"
"2020-06-07","235","162"
"2020-06-09","230","175"
"2020-06-13","173","52"
"2020-06-15","29","25"
"2020-06-04","79","232"
"2020-06-30","195","151"
"2020-06-11","72","39"
"2020-06-04","123","184"
"2020-06-29","229","235"
"2020-06-18","46","103"
"2020-06-14","1","46"
"2020-06-11","173","208"
"2020-06-13","145","246"
"2020-06-21","100","129"
"2020-06-12","192","98"
"2020-06-30","213","190"
"2020-06-05","106","209"
"2020-06-26","216","247"
"2020-06-24","216","117"
"2020-06-07","101","160"
"2020-06-15","200","54"
"2020-06-13","202","73"
"2020-06-26","151","58"
"2020-06-14","23","134"
"2020-06-22","65","156"
"2020-06-02","229","54"
"2020-06-08","186","52"
"2020-06-03","125","206"
"2020-06-14","47","110"
"2020-06-23","39","97"
"2020-06-01","104","147"
"2020-06-14","203","239"
"2020-06-25","9","180"
"2020-06-14","79","205"
"2020-06-19","233","236"
"2020-06-17","176","38"
"2020-06-19","235","40"
"2020-06-17","65","234"
"2020-06-16","170","176"
"2020-06-07","120","132"
"2020-06-14","216","247"
"2020-06-11","127","151"
"2020-06-10","209","221"
"2020-06-17","143","50"
"2020-06-04","199","143"
"2020-06-30","48","178"
"2020-06-08","112","117"
"2020-06-24","38","235"
"2020-06-08","4","143"
"2020-06-27","39","246"
"2020-06-18","79","154"
"2020-06-10","40","228"
"2020-06-05","84","130"
"2020-06-08","140","21"
"2020-06-25","228","134"
"2020-06-21","169","178"
"2020-06-13","77","194"
"2020-06-14","126","95"
"2020-06-17","41","125"
"2020-06-17","143","131"
"2020-06-22","248","117"
"2020-06-09","126","154"
"2020-06-01","167","90"
"2020-06-10","224","248"
"2020-06-03","190","121"
"2020-06-15","167","26"
"2020-06-27","212","153"
"2020-06-24","227","121"
"2020-06-08","232","214"
"2020-06-28","38","212"
"2020-06-07","212","33"
"2020-06-12","114","147"
"2020-06-22","22","132"
"2020-06-03","22","108"
"2020-06-07","203","163"
"2020-06-05","51","22"
"2020-06-10","104","5"
"2020-06-16","8","116"
"2020-06-15","236","153"
"2020-06-15","30","229"
"2020-06-22","174","91"
"2020-06-04","148","110"
"2020-06-02","202","170"
"2020-06-16","13","33"
"2020-06-04","48","19"
"2020-06-19","189","20"
"2020-06-11","227","8"
"2020-06-23","133","174"
"2020-06-23","189","178"
"2020-06-12","144","78"
"2020-06-14","242","139"
"2020-06-04","95","57"
"2020-06-15","48","82"
"2020-06-23","83","246"
"2020-06-06","122","90"
"2020-06-12","249","86"
"2020-06-28","227","12"
"2020-06-18","171","124"
"2020-06-21","157","47"
"2020-06-20","175","39"
"2020-06-05","205","185"
"2020-06-15","65","223"
"2020-06-20","198","234"
"2020-06-23","93","204"
"2020-06-30","190","18"
"2020-06-21","169","141"
"2020-06-10","15","118"
"2020-06-28","182","23"
"2020-06-16","205","186"
"2020-06-05","140","240"
"2020-06-21","29","151"
"2020-06-07","87","173"
"2020-06-25","206","27"
"2020-06-28","240","64"
"2020-06-09","91","40"
"2020-06-23","81","65"
"2020-06-08","149","113"
"2020-06-22","109","192"
"2020-06-08","181","214"
"2020-06-22","30","216"
"2020-06-26","245","201"
"2020-06-19","135","85"
"2020-06-12","90","153"
"2020-06-09","96","226"
"2020-06-14","4","36"
"2020-06-19","247","153"
"2020-06-11","164","105"
"2020-06-05","117","81"
"2020-06-12","25","195"
"2020-06-17","205","79"
"2020-06-10","161","150"
"2020-06-17","245","167"
"2020-06-12","52","151"
"2020-06-22","32","111"
"2020-06-17","135","239"
"2020-06-17","112","79"
"2020-06-04","124","35"
"2020-06-14","222","176"
"2020-06-22","211","70"
"2020-06-19","165","57"
"2020-06-29","81","69"
"2020-06-12","71","120"
"2020-06-08","106","104"
"2020-06-06","67","135"
"2020-06-20","134","90"
"2020-06-09","81","123"
"2020-06-20","187","138"
"2020-06-11","54","93"
"2020-06-17","77","143"
"2020-06-16","126","84"
"2020-06-11","213","173"
"2020-06-09","116","119"
"2020-06-13","48","94"
"2020-06-29","72","230"
"2020-06-14","223","107"
"2020-06-05","163","224"
"2020-06-17","132","137"
"2020-06-08","199","222"
"2020-06-09","14","29"
"2020-06-17","74","133"
"2020-06-16","221","246"
"2020-06-20","80","82"
"2020-06-19","4","72"
"2020-06-08","9","80"
"2020-06-29","81","119"
"2020-06-23","194","160"
"2020-06-19","161","137"
"2020-06-09","46","22"
"2020-06-29","134","93"
"2020-06-23","197","119"
"2020-06-01","218","95"
"2020-06-25","248","100"
"2020-06-14","31","215"
"2020-06-19","2","193"
"2020-06-03","239","188"
"2020-06-16","9","163"
"2020-06-04","246","188"
"2020-06-08","96","228"
"2020-06-03","225","216"
"2020-06-28","123","178"
"2020-06-09","30","63"
"2020-06-22","213","171"
"2020-06-26","161","188"
"2020-06-11","164","1"
"2020-06-07","212","44"
"2020-06-05","60","198"
"2020-06-12","204","94"
"2020-06-26","227","20"
"2020-06-17","162","42"
"2020-06-04","62","150"
"2020-06-28","48","137"
"2020-06-18","45","197"
"2020-06-21","227","175"
"2020-06-19","121","68"
"2020-06-12","94","62"
"2020-06-26","44","145"
"2020-06-09","169","34"
"2020-06-10","126","23"
"2020-06-04","109","189"
"2020-06-29","168","83"
"2020-06-17","191","171"
"2020-06-01","9","146"
"2020-06-05","51","96"
"2020-06-08","247","113"
"2020-06-13","53","248"
"2020-06-09","230","90"
"2020-06-19","195","122"
"2020-06-07","60","234"
"2020-06-22","59","116"
"2020-06-05","47","219"
"2020-06-29","142","147"
"2020-06-27","92","143"
"2020-06-07","60","38"
"2020-06-22","202","114"
"2020-06-15","9","59"
"2020-06-21","167","196"
"2020-06-18","216","231"
"2020-06-05","110","37"
"2020-06-13","86","202"
"2020-06-12","39","77"
"2020-06-29","226","38"
"2020-06-12","111","114"
"2020-06-25","210","160"
"2020-06-08","186","244"
"2020-06-24","105","50"
"2020-06-02","141","33"
"2020-06-07","204","166"
"2020-06-26","229","72"
"2020-06-08","74","159"
"2020-06-20","138","171"
"2020-06-24","178","244"
"2020-06-16","27","52"
"2020-06-13","129","118"
"2020-06-05","200","166"
"2020-06-19","131","18"
"2020-06-25","245","197"
"2020-06-29","179","26"
"2020-06-20","237","214"
"2020-06-06","89","98"
"2020-06-12","149","91"
"2020-06-07","90","225"
"2020-06-03","206","112"
"2020-06-21","124","198"
"2020-06-08","155","103"
"2020-06-28","127","59"
"2020-06-12","245","202"
"2020-06-04","60","199"
"2020-06-24","201","110"
"2020-06-16","85","152"
"2020-06-23","67","1"
"2020-06-19","217","62"
"2020-06-22","43","249"
"2020-06-07","172","212"
"2020-06-27","30","156"
"2020-06-20","177","84"
"2020-06-21","61","157"
"2020-06-07","41","91"
"2020-06-06","73","181"
"2020-06-01","126","234"
"2020-06-23","90","185"
"2020-06-27","78","182"
"2020-06-30","91","57"
"2020-06-21","247","56"
"2020-06-17","153","226"
"2020-06-30","26","198"
"2020-06-15","235","32"
"2020-06-30","12","102"
"2020-06-30","130","81"
"2020-06-15","7","204"
"2020-06-20","129","81"
"2020-06-04","204","70"
"2020-06-04","12","150"
"2020-06-19","202","149"
"2020-06-08","44","13"
"2020-06-12","162","22"
"2020-06-07","139","116"
"2020-06-06","74","232"
"2020-06-14","101","38"
"2020-06-27","89","228"
"2020-06-14","202","1"
"2020-06-07","38","216"
"2020-06-21","235","60"
"2020-06-25","123","76"
"2020-06-03","16","198"
"2020-06-02","162","65"
"2020-06-17","156","187"
"2020-06-28","65","191"
"2020-06-04","83","54"
"2020-06-29","37","230"
"2020-06-26","146","78"
"2020-06-06","164","236"
"2020-06-02","107","30"
"2020-06-29","166","103"
"2020-06-09","95","204"
"2020-06-17","181","111"
"2020-06-15","137","60"
"2020-06-03","25","179"
"2020-06-29","21","75"
"2020-06-10","173","45"
"2020-06-13","214","172"
"2020-06-21","42","153"
"2020-06-30","114","15"
"2020-06-24","247","208"
"2020-06-15","98","164"
"2020-06-09","59","63"
"2020-06-06","157","217"
"2020-06-22","130","21"
"2020-06-17","98","71"
"2020-06-16","185","168"
"2020-06-04","205","172"
"2020-06-05","163","241"
"2020-06-23","81","23"
"2020-06-12","151","19"
"2020-06-20","211","26"
"2020-06-19","144","36"
"2020-06-06","71","85"
"2020-06-30","197","144"
"2020-06-18","136","97"
"2020-06-07","17","145"
"2020-06-26","104","92"
"2020-06-12","169","74"
"2020-06-08","247","233"
"2020-06-06","16","48"
"2020-06-19","177","94"
"2020-06-06","49","187"
"2020-06-10","57","66"
"2020-06-21","4","68"
"2020-06-16","222","94"
"2020-06-01","164","56"
"2020-06-08","20","239"
"2020-06-21","249","237"
"2020-06-05","157","68"
"2020-06-11","221","72"
"2020-06-11","39","183"
"2020-06-09","151","171"
"2020-06-21","60","183"
"2020-06-26","142","22"
"2020-06-03","229","149"
"2020-06-16","245","100"
"2020-06-26","13","101"
"2020-06-04","209","158"
"2020-06-02","140","133"
"2020-06-21","177","29"
"2020-06-10","1","33"
"2020-06-05","226","218"
"2020-06-02","196","86"
"2020-06-08","90","78"
"2020-06-24","140","164"
"2020-06-28","181","45"
"2020-06-01","148","90"
"2020-06-11","195","110"
"2020-06-25","238","139"
"2020-06-11","34","68"
"2020-06-29","95","55"
"2020-06-18","144","15"
"2020-06-28","100","69"
"2020-06-27","175","206"
"2020-06-03","215","242"
"2020-06-10","122","70"
"2020-06-07","24","14"
"2020-06-09","171","61"
"2020-06-16","183","92"
"2020-06-30","175","227"
"2020-06-16","117","237"
"2020-06-13","223","9"
"2020-06-02","17","38"
"2020-06-02","30","185"
"2020-06-23","129","175"
"2020-06-22","120","166"
"2020-06-09","12","124"
"2020-06-27","163","139"
"2020-06-13","154","200"
"2020-06-26","41","78"
"2020-06-06","36","42"
"2020-06-08","116","175"
"2020-06-13","143","205"
"2020-06-11","102","166"
"2020-06-21","191","115"
"2020-06-19","101","61"
"2020-06-23","216","57"
"2020-06-08","75","107"
"2020-06-25","220","46"
"2020-06-14","243","237"
"2020-06-11","141","96"
"2020-06-02","19","63"
"2020-06-12","212","219"
"2020-06-10","115","103"
"2020-06-25","186","30"
"2020-06-05","196","22"
"2020-06-28","247","234"
"2020-06-04","155","118"
"2020-06-20","141","62"
"2020-06-23","57","193"
"2020-06-16","139","165"
"2020-06-06","75","158"
"2020-06-23","21","161"
"2020-06-14","238","62"
"2020-06-06","147","65"
"2020-06-26","220","69"
"2020-06-07","11","186"
"2020-06-17","156","102"
"2020-06-28","177","89"
"2020-06-24","45","175"
"2020-06-21","237","83"
"2020-06-24","41","239"
"2020-06-17","225","31"
"2020-06-01","105","83"
"2020-06-09","155","211"
"2020-06-01","46","173"
"2020-06-22","240","179"
"2020-06-26","153","143"
"2020-06-24","130","168"
"2020-06-10","29","150"
"2020-06-13","78","124"
"2020-06-29","227","84"
"2020-06-24","2","82"
"2020-06-23","188","124"
"2020-06-21","166","24"
"2020-06-23","99","204"
"2020-06-29","135","221"
"2020-06-09","56","181"
"2020-06-18","78","53"
"2020-06-28","2","164"
"2020-06-14","19","227"
"2020-06-12","197","54"
"2020-06-25","63","61"
"2020-06-27","173","244"
"2020-06-21","74","193"
"2020-06-30","163","85"
"2020-06-11","191","96"
"2020-06-15","249","6"
"2020-06-28","30","147"
"2020-06-09","39","70"
"2020-06-26","35","17"
"2020-06-02","130","191"
"2020-06-10","31","206"
"2020-06-11","120","161"
"2020-06-24","7","60"
"2020-06-29","17","143"
"2020-06-20","141","85"
"2020-06-28","172","177"
"2020-06-21","118","52"
"2020-06-05","43","29"
"2020-06-28","226","61"
"2020-06-27","27","155"
"2020-06-04","65","22"
"2020-06-23","97","71"
"2020-06-21","202","161"
"2020-06-26","1","93"
"2020-06-12","4","188"
"2020-06-19","207","120"
"2020-06-13","70","166"
"2020-06-27","84","108"
"2020-06-15","118","134"
"2020-06-14","129","132"
"2020-06-02","165","20"
"2020-06-06","84","166"
"2020-06-14","81","52"
"2020-06-28","21","225"
"2020-06-08","60","96"
"2020-06-29","28","78"
"2020-06-02","227","163"
"2020-06-27","122","1"
"2020-06-14","144","25"
"2020-06-21","30","119"
